,census_tract_code,year,arrests_B,arrests_W,arrests_total,state,county,ct_pop,ct_white,ct_black,pct_white,pct_black,b_arr_pct_total,w_arr_pct_total,tot_arr_pct_total,tot_arr_pct_co_pop,w_arr_pct_co_pop,b_arr_pct_co_pop,w_arr_pct_w_pop,b_arr_pct_b_pop,rTot,rB,rW,eTot,eB,eW,sir_total,sir_black,sir_white,total_effects,white_effects,black_effects
85,10900,2013,6,53,59,37,129,2352,2137,118,0.908588435,0.050170068,10.321489,89.84771574,100,2.508396752,2.253305557,0.255091195,2.479996257,5.080440305,0.03416607,0.016395397,0.017582894,80.45859562,2.034656863,37.67464545,0.733296418,2.948900185,1.406781653,0.6789271,0.85083942,0.42851024
86,10900,2014,15,40,55,37,129,2463,2215,156,0.899309785,0.063337393,27.40471869,72.77676951,100,2.232958467,1.623969794,0.608988673,1.805787549,9.609224856,0.03416607,0.016395397,0.017582894,84.25102935,2.657681954,39.04611121,0.652811015,5.644016198,1.024429803,0.42807127,0.50380316,0.8884113
87,10900,2015,11,54,66,37,129,2362,1947,298,0.824301439,0.126164268,16.79273828,81.84568835,100,2.794123873,2.28610135,0.465687312,2.773355246,3.6900369,0.03416607,0.016395397,0.017582894,80.80025632,4.985828349,34.3338955,0.816829092,2.20625325,1.572789781,1.15575807,1.29328254,0.36557311
88,10900,2016,24,70,95,37,129,2256,1896,300,0.840425532,0.132978723,25.34174553,73.71188223,100,4.210806259,3.102699348,1.063782634,3.691788408,7.997334222,0.03416607,0.016395397,0.017582894,77.17865295,5.018619143,33.43716788,1.230910315,4.782191937,2.093478737,53.69936068,0.85914203,606.499317
89,10900,2017,27,107,136,37,129,2470,1969,336,0.797165992,0.136032389,19.91182954,78.69213813,100,5.505849966,4.331808429,1.093073155,5.433954599,8.033323416,0.03416607,0.016395397,0.017582894,84.49019183,5.60885344,34.72071918,1.609654293,4.813818062,3.081733401,2.4432352,4.26642313,2.38437319
90,10900,2018,18,58,76,37,129,2415,2037,223,0.843478261,0.092339545,23.78449409,76.34691196,100,3.146867625,2.401556871,0.745310753,2.847184723,8.068130883,0.03416607,0.016395397,0.017582894,82.61105801,3.756173563,35.916356,0.919973692,4.792110827,1.614863156,1.47082453,0.85848837,1.40906352
91,11000,2010,254,64,321,37,129,2473,1072,1347,0.433481601,0.544682572,79.1342261,19.96262846,100,12.97966115,2.587845215,10.2705107,5.969592389,18.85531883,0.03416607,0.016395397,0.017582894,84.59269004,22.18459995,18.94886285,3.794654123,11.44938383,3.377511384,1.62299782,1.21871849,2.67664285
92,11000,2011,263,58,326,37,129,2450,1167,1177,0.476326531,0.480408163,80.68077277,17.81662067,100,13.30557936,2.367250316,10.73425574,4.969582726,22.34304647,0.03416607,0.016395397,0.017582894,83.80687044,19.39738244,20.61923783,3.889895879,13.55853043,2.812907077,0.71771623,0.66690783,1.18113189
93,11000,2012,219,65,284,37,129,2322,1221,969,0.525839793,0.417312661,77.12073214,22.91446674,100,12.23030877,2.799190388,9.431118384,5.323069364,22.59828707,0.03416607,0.016395397,0.017582894,79.43361354,15.98713983,21.56871413,3.575312608,13.69851032,3.013624253,4.94516658,5.28785547,3.2564077
94,11000,2013,264,51,316,37,129,2197,1213,860,0.552116523,0.391442877,83.54950965,16.16577033,100,14.38259524,2.321241637,12.01583906,4.204105185,30.69410534,0.03416607,0.016395397,0.017582894,75.16285484,14.20004154,21.42805097,4.204204333,18.5914949,2.380057807,0.34514102,0.38435236,0.30242641
95,11000,2014,200,79,279,37,129,2574,1193,1285,0.463480963,0.499222999,71.69473307,28.34109638,100,10.83873975,3.069033837,7.769705917,6.62140642,15.56299121,0.03416607,0.016395397,0.017582894,88.04346307,21.16808533,21.07639308,3.168889436,9.448185647,3.748269435,12.12289533,8.26215235,32.25656622
96,11000,2015,213,69,283,37,129,2460,1182,1158,0.480487805,0.470731707,75.27375486,24.40833628,100,11.50359741,2.804764034,8.658184627,5.837069622,18.39219411,0.03416607,0.016395397,0.017582894,84.14853114,19.08586989,20.88298124,3.36310089,11.16008865,3.304125939,0.89771462,0.93781022,1.42480763
97,11000,2016,194,92,286,37,129,2414,1127,1226,0.466859983,0.507870754,67.84341139,32.19154142,100,11.84706516,3.810944037,8.036121122,8.162541035,15.82252671,0.03416607,0.016395397,0.017582894,82.57689194,20.2007569,19.91592205,3.463438661,9.603600547,4.619419567,5.00715586,5.4890204,4.82095202
98,11000,2017,224,119,343,37,129,2344,1064,1195,0.453924915,0.509812287,65.31623433,34.71291169,100,14.63248155,5.076575231,9.555906318,11.18315948,18.74320141,0.03416607,0.016395397,0.017582894,80.18526707,19.69249959,18.8081997,4.277593784,11.37488916,6.327027675,9.62570339,10.153902,12.51700853
99,11000,2018,255,96,351,37,129,2284,1192,977,0.521891419,0.427758319,72.65736257,27.37111934,100,15.36710302,4.202968346,11.16413467,8.053015687,26.09763586,0.03416607,0.016395397,0.017582894,78.13530289,16.11830301,21.05881019,4.492207581,15.82052402,4.558662106,1.43030722,0.70940741,1.84332645
100,11100,2010,397,75,472,37,129,2993,163,2688,0.054460408,0.898095556,84.11353527,15.90764669,100,15.76960342,2.505763255,13.26384017,45.98405886,14.7687958,0.03416607,0.016395397,0.017582894,102.3590462,44.17082752,2.966011796,4.611219208,8.987832519,25.28648069,0.46472597,0.57388318,0.93721185
101,11100,2011,370,85,458,37,129,3152,166,2726,0.052664975,0.864847716,80.79022048,18.57672997,100,14.52999588,2.696614955,11.73820628,51.17399157,13.57250284,0.03416607,0.016395397,0.017582894,107.7914513,44.79385261,3.018760479,4.248945483,8.260062004,28.15725215,3.23318143,1.46929477,4.44121727
102,11100,2012,387,71,458,37,129,2901,286,2400,0.098586694,0.827300931,84.50120061,15.52062868,100,15.78711523,2.447347558,13.33976767,24.81649773,16.12432815,0.03416607,0.016395397,0.017582894,99.21576782,39.44895315,5.128707814,4.61620174,9.810146256,13.843643,11.45744258,10.147036,2.97654645
103,11100,2013,398,74,475,37,129,2600,170,2359,0.065384615,0.907307692,83.79288571,15.59671648,100,18.26852813,2.846044383,15.30710357,43.50382128,16.87084057,0.03416607,0.016395397,0.017582894,88.93178088,38.77674186,3.089092057,5.341172698,10.26388451,23.9552589,0.54882564,0.54195671,0.38498409
104,11100,2014,420,91,511,37,129,2519,147,2289,0.058356491,0.908693926,82.19526511,17.82430053,100,20.28502243,3.612401254,16.67262117,61.86267845,18.34782229,0.03416607,0.016395397,0.017582894,86.16432924,37.62906406,2.684685485,5.930528381,11.16158508,33.89596305,3.1177452,2.6902001,2.85136538
105,11100,2015,305,113,419,37,129,2451,157,2218,0.064055488,0.904936761,72.79885469,26.98639943,100,17.09436579,4.610175023,12.44339276,71.92870783,13.75050719,0.03416607,0.016395397,0.017582894,83.84103651,36.46499087,2.860514429,4.997552719,8.36418693,39.50338402,0.92589884,0.42265168,1.76055277
106,11100,2016,360,115,477,37,129,2419,402,1933,0.166184374,0.799090533,75.47683924,24.1249214,100,19.71807697,4.753834071,14.88156753,28.59985078,18.62293725,0.03416607,0.016395397,0.017582894,82.74772228,31.79230268,7.16832357,5.764509123,11.32349562,16.0428026,5.50600624,4.94726146,3.4460778
107,11100,2017,445,175,623,37,129,2512,246,1990,0.097929936,0.792197452,71.4331568,28.10142834,100,24.79996815,6.966283189,17.71426297,71.10930516,22.36068539,0.03416607,0.016395397,0.017582894,85.92516675,32.72684032,4.425392035,7.250495094,13.59740188,39.54451913,2.7789687,2.84088607,1.9033571
108,11100,2018,434,111,546,37,129,2724,344,2036,0.126284875,0.74743025,79.49093573,20.34425929,100,20.04331706,4.074740281,15.93186741,32.25806452,21.31525956,0.03416607,0.016395397,0.017582894,93.1683735,33.48102859,6.148515692,5.860357753,12.96256472,18.05313763,0.860999,1.12252861,0.19388063
109,11200,2010,169,59,229,37,129,2538,1306,1212,0.514578408,0.477541371,73.81056307,25.79659537,100,9.022497144,2.3245735,6.658524093,4.51726514,13.942744,0.03416607,0.016395397,0.017582894,86.81348456,19.97122134,23.06326016,2.637839054,8.462176506,2.558181263,0.04618271,0.04493195,0.11567821
110,11200,2011,219,91,310,37,129,2409,1256,1111,0.521378165,0.461187215,70.65462754,29.37762012,100,12.86787597,3.777344236,9.090531734,7.244646127,19.7101971,0.03416607,0.016395397,0.017582894,82.40606159,18.31528623,22.18411543,3.761859189,11.95722509,4.102034191,3.14741792,2.66468834,3.0770217
111,11200,2012,248,86,335,37,129,2131,1155,934,0.541999061,0.438291882,74.03760072,25.69382274,100,15.71958144,4.035474638,11.63718268,7.445242836,26.54961996,0.03416607,0.016395397,0.017582894,72.90789425,15.41330093,20.40824309,4.594838508,16.08999922,4.213983517,0.61623063,0.67364251,0.74020683
112,11200,2013,208,61,269,37,129,2180,1212,945,0.555963303,0.433486239,77.3318469,22.70531401,100,12.33888354,2.798036787,9.54084675,5.03258807,22.00825309,0.03416607,0.016395397,0.017582894,74.58203166,15.5936503,21.41046808,3.606766858,13.33876264,2.84907363,0.29766049,0.38033403,0.26303262
113,11200,2014,140,72,212,37,129,2160,1153,980,0.533796296,0.453703704,66.05374823,33.99339934,100,9.814360446,3.333179019,6.481181427,6.244037811,14.28425671,0.03416607,0.016395397,0.017582894,73.89871027,16.1674892,20.3730773,2.86879161,8.65935324,3.534075826,0.19030072,0.18996556,0.37155063
114,11200,2015,196,84,282,37,129,1983,1233,708,0.621785174,0.357034796,69.51435661,29.81212336,100,14.22016035,4.235792446,9.883515708,6.812099586,27.67970626,0.03416607,0.016395397,0.017582894,67.85131595,11.70794118,21.77970886,4.156146363,16.74077423,3.856800866,2.46040907,2.24803683,1.21749697
115,11200,2016,211,113,326,37,129,2472,1177,1248,0.476132686,0.504854369,64.73474394,34.6826127,100,13.1871688,4.571012499,8.535253428,9.599864073,16.90569666,0.03416607,0.016395397,0.017582894,84.55852397,20.56145564,20.79506677,3.855318006,10.26191938,5.433981109,1.72601595,1.8028464,2.68309905
116,11200,2017,189,86,277,37,129,2527,1327,1173,0.525128611,0.464186783,68.24251173,31.07181523,100,10.9611808,3.403110285,7.478928416,6.480295381,16.11115847,0.03416607,0.016395397,0.017582894,86.4376578,19.33180085,23.43250094,3.204621771,9.776637028,3.670116144,9.52876467,10.70154053,3.19968642
117,11200,2018,197,84,284,37,129,2540,1261,1254,0.496456693,0.493700787,69.37697994,29.60225273,100,11.18066218,3.306956419,7.755600173,6.660851637,15.7084762,0.03416607,0.016395397,0.017582894,86.8818167,20.65982802,22.27202991,3.268808259,9.535413355,3.77154666,0.57887153,0.67988649,0.26969248
118,11300,2010,131,309,449,37,129,1493,1173,213,0.785666443,0.142665774,29.19171677,68.82654197,100,30.07166298,20.69519791,8.773692318,26.34046543,61.47348663,0.03416607,0.016395397,0.017582894,51.10994186,3.592219592,20.72473519,8.784983579,36.46770378,14.90972006,0.32073401,0.37806228,0.87226608
119,11300,2011,166,394,562,37,129,1357,1049,236,0.77302874,0.173913043,29.54990215,70.1120797,100,41.41183406,29.03249576,12.23196522,37.55600038,70.30919102,0.03416607,0.016395397,0.017582894,46.4633564,3.969313726,18.54445628,12.09555322,41.82083137,21.24624168,1.31410874,1.94692036,0.32925103
120,11300,2012,160,439,607,37,129,1487,1144,217,0.76933423,0.145931406,26.37127327,72.32745841,100,40.81769888,29.52054334,10.75919575,38.37077179,73.69875633,0.03416607,0.016395397,0.017582894,50.90494545,3.65780118,20.21483125,11.92418526,43.74212597,21.7167284,2.44571581,2.79403704,2.90322936
121,11300,2013,140,307,450,37,129,1633,1170,269,0.71647275,0.164727495,31.12641635,68.22928238,100,27.55495683,18.79860388,8.572653236,26.23707375,52.02526942,0.03416607,0.016395397,0.017582894,55.8931916,4.510361832,20.67198651,8.051070033,31.03963833,14.85101588,0.24021395,0.28012628,0.34273064
122,11300,2014,136,268,409,37,129,1533,1125,218,0.733855186,0.142204827,33.2681496,65.53409924,100,26.67797273,17.48092101,8.870915139,23.82010488,62.3567171,0.03416607,0.016395397,0.017582894,52.47658465,3.674196577,19.88075626,7.793952346,37.01489486,13.4803725,0.52804733,0.45579475,0.40115109
123,11300,2015,172,301,474,37,129,1671,1251,267,0.748653501,0.15978456,36.30035857,63.50980806,100,28.3645503,18.01208785,10.29262163,24.05882823,64.39535754,0.03416607,0.016395397,0.017582894,57.19150225,4.477571037,22.09620096,8.287944561,38.41368424,13.6222512,2.84415664,3.62002653,0.46498231
124,11300,2016,138,288,430,37,129,1758,1383,209,0.78668942,0.118885097,32.1088119,66.98442223,100,24.45822194,16.38132074,7.849382856,20.82278939,65.99713056,0.03416607,0.016395397,0.017582894,60.1639503,3.526638003,24.41714303,7.147137079,39.13075282,11.79499173,8.19271135,8.45757628,7.46495762
125,11300,2017,162,336,504,37,129,1804,1304,259,0.722838137,0.143569845,32.15631819,66.67327911,100,27.93636716,18.62424478,8.979546588,25.76489533,62.52412196,0.03416607,0.016395397,0.017582894,61.7355895,4.34640786,23.02809437,8.163848504,37.27215788,14.59087299,0.9464789,1.09836458,0.55647342
126,11300,2018,119,210,329,37,129,1816,1337,245,0.73623348,0.134911894,36.18960802,63.84077788,100,18.11574253,11.56323991,6.552502615,15.70563159,48.55161159,0.03416607,0.016395397,0.017582894,62.14558234,4.1168723,23.60832988,5.294020711,28.90543872,8.895165437,0.72862993,0.95206225,0.27538174
127,11400,2010,369,324,693,37,129,1362,286,1045,0.209985316,0.767254038,53.25349877,46.76092916,100,50.87732178,23.78679979,27.09052199,113.2471164,35.30762606,0.03416607,0.016395397,0.017582894,46.63418675,17.23319002,5.128707814,14.86034277,21.41217033,63.17380747,0.22975831,0.28319936,0.18701996
128,11400,2011,388,317,707,37,129,1407,272,1125,0.193319119,0.799573561,54.88615472,44.84514213,100,50.24518513,22.52860493,27.57444389,116.5012863,34.48582348,0.03416607,0.016395397,0.017582894,48.17165988,18.54482179,4.882547291,14.67667923,20.92228248,64.92512639,0.63748648,0.66037176,0.94667606
129,11400,2012,223,170,394,37,129,1502,408,1085,0.271637816,0.722370173,56.60999746,43.1616341,100,26.22994474,11.31748885,14.84588243,41.65645675,20.55110128,0.03416607,0.016395397,0.017582894,51.41743649,17.8890059,7.273820937,7.662770198,12.46575697,23.37148542,0.23106597,0.2862123,0.40935949
130,11400,2013,206,119,327,37,129,1633,514,1111,0.314758114,0.680342927,63.00825436,36.41088352,100,20.02326863,7.286755251,12.6140469,23.14724762,18.5401854,0.03416607,0.016395397,0.017582894,55.8931916,18.31528623,9.137607749,5.850444224,11.24743547,13.02310225,1.95805609,2.44442832,0.92327614
131,11400,2014,173,127,300,37,129,1687,396,1241,0.234736218,0.73562537,57.68077308,42.35254915,100,17.78199277,7.527710272,10.2542825,32.06261045,13.93924744,0.03416607,0.016395397,0.017582894,57.73815936,20.44668786,7.062826203,5.195870518,8.461028076,17.98147036,0.48784087,0.27745472,1.00033535
132,11400,2015,135,149,287,37,129,1717,353,1297,0.205591147,0.755387303,47.05677464,51.93312435,100,16.71422748,8.677421233,7.862093064,42.19767771,10.40783286,0.03416607,0.016395397,0.017582894,58.76314145,21.3648301,6.306761742,4.884013906,6.318795862,23.62543665,5.60530515,9.04180835,0.94814317
133,11400,2016,165,74,241,37,129,1681,382,1217,0.227245687,0.723973825,68.47781004,30.73413521,100,14.33585153,4.401879722,9.815002082,19.36665794,13.55681538,0.03416607,0.016395397,0.017582894,57.53316294,20.05319832,6.816665681,4.18888842,8.228113906,10.85574729,3.14901077,4.05745244,2.31160762
134,11400,2017,154,127,282,37,129,1664,372,1184,0.223557692,0.711538462,54.62601914,45.05494505,100,16.94609699,7.631752899,9.254251547,34.13061005,13.00565831,0.03416607,0.016395397,0.017582894,56.95233976,19.51215022,6.640836737,4.951508598,7.892518163,19.12409611,1.38734537,1.30309833,1.26967635
135,11400,2018,250,135,388,37,129,1652,386,1157,0.233656174,0.700363196,64.44215408,34.81061582,100,23.48526118,8.171418195,15.13225592,34.96503497,21.60573848,0.03416607,0.016395397,0.017582894,56.54234693,19.0694745,6.886997259,6.862113462,13.10995749,19.60215678,1.04230959,0.53874794,1.94164724
136,11500,2010,42,49,91,37,129,8118,5660,1826,0.697216063,0.224932249,46.2129528,53.89681668,100,1.120951947,0.60358951,0.517362437,0.865709086,2.299983572,0.03416607,0.016395397,0.017582894,277.4601528,30.03799519,99.6191826,0.327975023,1.398229134,0.491873138,0.6893385,0.7331117,0.98372843
137,11500,2011,24,77,101,37,129,8534,6449,1731,0.75568315,0.202835716,23.83778437,76.2611276,100,1.183487421,0.902262687,0.281224734,1.193965049,1.38640171,0.03416607,0.016395397,0.017582894,291.6732377,28.48043246,113.4920863,0.346277913,0.842683833,0.678461402,2.38954451,2.71481719,1.25740897
138,11500,2012,36,60,96,37,129,8894,6632,1989,0.745671239,0.223633911,37.56503642,62.53902185,100,1.079367221,0.674604513,0.404762708,0.904690822,1.809863757,0.03416607,0.016395397,0.017582894,303.9730227,32.71044492,116.709756,0.3158175,1.100565892,0.51409584,0.38876843,0.39041455,0.38602147
139,11500,2013,20,55,75,37,129,8893,6673,1875,0.750365456,0.210839987,26.76431425,73.36884154,100,0.843350463,0.618457006,0.224893457,0.824204643,1.066609781,0.03416607,0.016395397,0.017582894,303.9388567,30.84136965,117.4306547,0.246760157,0.648479631,0.468361521,13.38860399,11.8600852,20.63919116
140,11500,2014,28,52,81,37,129,8631,6454,1808,0.747769667,0.209477465,34.648582,64.24167694,100,0.938466708,0.602472454,0.324408245,0.805689407,1.548586914,0.03416607,0.016395397,0.017582894,294.9873464,29.74287804,113.5800008,0.274588049,0.941401836,0.457827079,0.39991344,0.43135821,0.55170526
141,11500,2015,23,31,54,37,129,8547,6443,1614,0.753831754,0.188838189,42.6987061,57.48613678,100,0.63179324,0.362696119,0.269097121,0.481134857,1.424942693,0.03416607,0.016395397,0.017582894,292.1173966,26.56217099,113.386589,0.184857186,0.865893078,0.27340094,4.25041266,4.81852418,5.04257551
142,11500,2016,23,46,69,37,129,8450,6281,1748,0.743313609,0.206863905,33.42981187,66.71490593,100,0.816558384,0.544372256,0.272186128,0.732355798,1.315714204,0.03416607,0.016395397,0.017582894,288.8032878,28.75915421,110.5381601,0.238916948,0.799745355,0.416145881,2.36381142,2.88473907,1.6124904
143,11500,2017,26,46,72,37,129,8313,6312,1669,0.759292674,0.200769879,36.19972261,63.93897365,100,0.866102898,0.553343518,0.31275938,0.72875905,1.55772572,0.03416607,0.016395397,0.017582894,284.1225363,27.46391783,111.0832298,0.253411788,0.946696686,0.414103912,2.81724121,0.91302006,3.279939
144,11500,2018,32,49,81,37,129,8000,6031,1668,0.753875,0.2085,39.58076449,60.54254007,100,1.012487344,0.612492344,0.399995,0.812455439,1.918350219,0.03416607,0.016395397,0.017582894,273.4285565,27.44752244,106.1424364,0.296238261,1.165861147,0.461643822,0.20141251,0.36543268,0.50483585
145,11603,2010,31,38,69,37,129,6377,4964,965,0.778422456,0.151325074,45.00723589,55.13748191,100,1.081996519,0.595882141,0.486114378,0.765496263,3.212102373,0.03416607,0.016395397,0.017582894,217.9770256,15.92155824,87.38148806,0.316547121,1.947045605,0.434874718,2.57213448,0.98783474,3.31090693
146,11603,2011,11,29,40,37,129,6827,5181,1054,0.758898491,0.154386993,27.680798,72.56857855,100,0.585900309,0.424777724,0.161122585,0.559726699,1.043544256,0.03416607,0.016395397,0.017582894,233.3517569,17.38074859,91.19697616,0.171415037,0.632884133,0.317993,4.94473573,4.58297565,1.32152964
147,11603,2012,16,9,27,37,129,6893,5237,1326,0.759756274,0.19236907,59.4095941,33.57933579,100,0.391696044,0.130565348,0.232116174,0.171850833,1.206545509,0.03416607,0.016395397,0.017582894,235.6067175,21.84029661,92.18161825,0.114597751,0.732590783,0.097633348,0.80065048,0.6090069,0.67244793
148,11603,2013,18,72,90,37,129,6662,5086,1273,0.763434404,0.191083759,20.08879023,80.02219756,100,1.350925384,1.080740307,0.270185077,1.415622972,1.413871652,0.03416607,0.016395397,0.017582894,227.7143555,20.97134056,89.52660119,0.395231999,0.858314229,0.80423024,1.05047684,1.08268206,0.66841775
149,11603,2014,9,8,17,37,129,7203,5511,1422,0.765097876,0.197417743,53.21637427,47.36842105,100,0.236009496,0.111063292,0.124946204,0.145161583,0.632866887,0.03416607,0.016395397,0.017582894,246.1981991,23.41425474,96.99933133,0.069050058,0.384381228,0.082474795,3.16613702,3.2223535,1.92695318
150,11603,2015,6,11,17,37,129,7664,5772,1560,0.753131524,0.203549061,35.67251462,64.9122807,100,0.22181339,0.143526311,0.078287079,0.190571889,0.384590731,0.03416607,0.016395397,0.017582894,261.9487572,25.67681954,101.5884668,0.064898189,0.2336738,0.108280008,16.13330502,13.53512243,11.99575655
151,11603,2016,1,5,6,37,129,7499,5601,1517,0.746899587,0.202293639,18.03278689,83.60655738,100,0.080009601,0.066674668,0.013334934,0.089268179,0.065915233,0.03416607,0.016395397,0.017582894,256.3113557,24.97181747,98.58179183,0.023409029,0.040045143,0.050719305,1.15418489,0.94946628,1.16755611
152,11603,2017,5,11,16,37,129,7708,5723,1627,0.74247535,0.211079398,31.67701863,68.94409938,100,0.207573851,0.142707022,0.064866828,0.192203526,0.307295188,0.03416607,0.016395397,0.017582894,263.4520642,26.77531115,100.726905,0.060732111,0.186739193,0.109206175,0.43470446,0.5527244,0.2214037
153,11603,2018,9,4,13,37,129,7781,5952,1493,0.764940239,0.191877651,69.46564885,31.29770992,100,0.167071494,0.051406613,0.11566488,0.067203172,0.602772755,0.03416607,0.016395397,0.017582894,265.9461873,24.57832794,104.7533878,0.048882069,0.366176252,0.038184923,0.04356495,0.05762588,0.0893987
154,11605,2010,86,98,184,37,129,5228,4046,893,0.773909717,0.170811018,46.76806084,53.28625747,100,3.51944301,1.874485951,1.644957059,2.422085465,9.629380808,0.03416607,0.016395397,0.017582894,178.7202117,14.74108965,71.24039096,1.0295422,5.834032764,1.375624118,2.31537441,1.95769061,2.18269284
155,11605,2011,91,147,241,37,129,4916,3292,1312,0.669650122,0.266883645,37.78515139,61.0120282,100,4.902259921,2.990175139,1.8510608,4.465234956,6.935446993,0.03416607,0.016395397,0.017582894,168.060398,21.61076105,57.98288854,1.434008267,4.210865123,2.535230716,0.82908669,1.0120152,0.28686759
156,11605,2012,79,155,236,37,129,4981,3407,1209,0.683999197,0.242722345,33.50275307,65.69250318,100,4.737909297,3.111762462,1.585995061,4.549323472,6.53378546,0.03416607,0.016395397,0.017582894,170.2811925,19.92203515,60.0049214,1.385942843,3.965458319,2.583121457,0.11252738,0.08402163,2.67910116
157,11605,2013,94,164,260,37,129,5130,3493,1158,0.680896686,0.225730994,36.17839293,63.0911188,100,5.068127327,3.196818775,1.832322957,4.694970084,8.116742941,0.03416607,0.016395397,0.017582894,175.3719369,19.08586989,61.51705032,1.482563314,4.925109546,2.665927562,0.52628958,0.50315417,0.78998624
158,11605,2014,63,111,174,37,129,5060,3743,822,0.73972332,0.162450593,36.2435382,63.81390006,100,3.43866722,2.193632537,1.245034683,2.96545644,7.663301302,0.03416607,0.016395397,0.017582894,172.980312,13.57701645,65.91277394,1.005894821,4.640194716,1.684043826,1.77408834,1.49185788,1.17140109
159,11605,2015,90,162,255,37,129,5044,3962,797,0.785487708,0.158009516,35.31948256,63.54370835,100,5.055411273,3.211673044,1.784262802,4.088740819,11.29092962,0.03416607,0.016395397,0.017582894,172.4336549,13.16713152,69.76342782,1.478829641,6.835201717,2.322133603,0.96072442,0.95939166,1.77972347
160,11605,2016,88,115,207,37,129,5382,4139,881,0.769044965,0.163693794,42.53983583,55.57701593,100,3.846082384,2.136712436,1.635049516,2.778381774,9.987515605,0.03416607,0.016395397,0.017582894,183.9817864,14.54434488,72.87560014,1.125111371,6.050461585,1.578031601,13.47695526,17.40997159,1.1375614
161,11605,2017,121,133,257,37,129,5115,3904,926,0.763245357,0.181036168,47.10229483,51.7697394,100,5.0243397,2.60014467,2.365545151,3.406675034,13.06554368,0.03416607,0.016395397,0.017582894,174.8594458,15.28213776,68.74361994,1.469751884,7.917740432,1.934724999,2.07325658,2.36543226,0.30757696
162,11605,2018,65,103,169,37,129,5603,4176,1346,0.74531501,0.240228449,38.49793022,60.96984033,100,3.016187468,1.838268102,1.160072103,2.466416034,4.828764579,0.03416607,0.016395397,0.017582894,191.5324878,22.16820456,73.52616724,0.882356836,2.932127401,1.400861814,0.74193657,0.76292436,1.76946666
163,11606,2010,11,15,26,37,129,4020,3335,470,0.82960199,0.116915423,42.52873563,57.85440613,100,0.646750081,0.373125047,0.273625034,0.449761626,2.339927675,0.03416607,0.016395397,0.017582894,137.4475997,7.805836658,58.738953,0.189162998,1.409201919,0.255367167,2.92056706,3.45619272,3.06515864
164,11606,2011,8,24,33,37,129,4047,3341,549,0.82554979,0.135656042,24.47129909,72.80966767,100,0.815398681,0.593017222,0.197672407,0.7183263,1.456929521,0.03416607,0.016395397,0.017582894,138.3700835,9.101073032,58.84445037,0.238490858,0.879017229,0.407854944,4.08420643,2.92223337,17.41318184
165,11606,2012,7,28,35,37,129,4201,3559,463,0.847179243,0.110211854,20.22792023,80.05698006,100,0.833115137,0.666492109,0.166623027,0.786715743,1.51155258,0.03416607,0.016395397,0.017582894,143.6316583,7.691068878,62.67752136,0.243678869,0.910146575,0.446731131,0.19318187,0.29427665,0.11914607
166,11606,2013,8,14,22,37,129,4285,3582,600,0.835939323,0.140023337,36.65158371,63.80090498,100,0.513406922,0.326713496,0.186693426,0.390832193,1.333111148,0.03416607,0.016395397,0.017582894,146.5016081,9.937238286,63.08192793,0.150169,0.805052648,0.22193361,0.63387628,0.62448752,0.43349895
167,11606,2014,4,18,23,37,129,4498,3843,509,0.854379724,0.113161405,17.74891775,78.35497835,100,0.511327005,0.40016896,0.088926436,0.468371887,0.785700255,0.03416607,0.016395397,0.017582894,153.7789809,8.445257146,67.67106338,0.149565304,0.473638627,0.265992569,3.00587435,3.34894658,2.72377532
168,11606,2015,13,33,46,37,129,4786,4016,629,0.839114083,0.13142499,28.4164859,71.80043384,100,0.961116567,0.689496667,0.271619899,0.821692687,2.066444127,0.03416607,0.016395397,0.017582894,163.618809,10.4127048,70.71290412,0.281141272,1.248474843,0.466675784,4.84104559,5.7416959,2.62584572
169,11606,2016,2,13,15,37,129,4809,4084,595,0.849241006,0.123726346,13.90728477,86.75496689,100,0.311908673,0.27032085,0.041587823,0.318307583,0.33607797,0.03416607,0.016395397,0.017582894,164.4046286,9.855261301,71.90854095,0.091238307,0.202937288,0.180785201,0.52590662,0.22539285,1.88477016
170,11606,2017,7,12,19,37,129,5044,4180,671,0.828707375,0.133029342,37.17277487,63.35078534,100,0.376677703,0.237901707,0.138775996,0.287074472,1.043063627,0.03416607,0.016395397,0.017582894,172.4336549,11.10131148,73.59649881,0.110187307,0.630556129,0.163051235,0.22690541,0.30128215,0.23766531
171,11606,2018,9,11,20,37,129,5114,4278,628,0.83652718,0.122800156,45.27363184,55.2238806,100,0.391075654,0.215091609,0.175984044,0.257123489,1.432892851,0.03416607,0.016395397,0.017582894,174.8252798,10.39630941,75.31962247,0.114399931,0.865691819,0.14604428,0.17778069,0.23408044,0.10688513
172,11607,2010,0,3,3,37,129,10451,8353,882,0.79925366,0.084393838,3.225806452,100,100,0.028705112,0.028705112,0,0.03591481,0,0.03416607,0.016395397,0.017582894,357.1695931,14.56074028,146.9699174,0.008399371,0,0.020412341,0.57000162,0.6089141,0.96863083
173,11607,2011,0,6,6,37,129,10451,8518,924,0.815041623,0.088412592,1.639344262,100,100,0.057410225,0.057410225,0,0.070438243,0,0.03416607,0.016395397,0.017582894,357.1695931,15.24934696,149.871095,0.016798742,0,0.040034404,0.29790569,0.36246222,0.5320299
